Name, EA,formula
Me-triCl-p-benzoquinone radical,2.545000,C7H3Cl3O2
MeN=C(Me)O anion,2.550000,C3H6NO-
(O2N)2N anion,2.550000,N3O4-
V50 anion,2.550000,V50-
Ga7,2.550000,Ga7
Cu22,2.550000,Cu22
C12,2.550000,C12
Bromine,2.550000,Br2
Al20 anion,2.550000,Al20-
Al24 anion,2.550000,Al24-
Al9C anion,2.550000,CAl9-
Al12C anion,2.550000,CAl12-
Al19C anion,2.550000,CAl19-
B7 anion,2.550000,B7-
TaGe11 anion,2.550000,Ge11Ta-
ZrSn17 anion,2.550000,Sn17Zr-
C60Si radical,2.550000,C60Si
CF3CH2O anion,2.554000,C2H2F3O-
2-CO2-pyridinium-N-CH2 anion,2.555000,C7H6NO2-
germanium dichloride,2.558000,Cl2Ge
Manganic acetylacetonate,2.558000,C15H21MnO6
In9 anion,2.560000,In9-
Al3C anion,2.560000,CAl3-
Co19 radical anion,2.560000,Co19-
V51 anion,2.560000,V51-
V52 anion,2.560000,V52-
V53 anion,2.560000,V53-
V54 anion,2.560000,V54-
(D2O)2..Au2 anion,2.560000,Au2D4O2-
In15Si radical anion,2.560000,In15Si-
TiSi12 anion,2.560000,Si12Ti-
TiSi14 anion,2.560000,Si14Ti-
Ag2H anion,2.560000,Ag2H-
ScGe6 anion,2.560000,Ge6Sc-
NbGe8 anion,2.560000,Ge8Nb-
NbGe9 anion,2.560000,Ge9Nb-
NbGe20 anion,2.560000,Ge20Nb-
triiron tetraoxide,2.560000,Fe3O4
pCl-phenoxide anion,2.561000,C6H4ClO-
C60Eu radical anion,2.564000,C60Eu-
Tribromomethyl radical,2.569000,CBr3
(CO2)7 radical anion,2.570000,C7O14-
(Me2CO)8 radical anion,2.570000,C24H48O8-
Au7Cu anion,2.570000,Au7Cu-
HfSi17 anion,2.570000,HfSi17-
MoSi17 anion,2.570000,MoSi17-
VGe17 anion,2.570000,Ge17V-
HfGe9 anion,2.570000,Ge9Hf-
C60(CF3)12,2.570000,C72F36
Si10Na radical anion,2.570000,NaSi10-
Si4F radical anion,2.570000,FSi4-
CO2..(pyridine)6 radical anion,2.570000,C31H30N6O2-
V56 anion,2.570000,V56-
Co27 radical,2.570000,Co27
OIO anion,2.575000,IO2-
Ag15 anion,2.580000,Ag15-
Ag18 anion,2.580000,Ag18-
Pb35 anion,2.580000,Pb35-
Al3P2 radical anion,2.580000,Al3P2-
Co16 radical anion,2.580000,Co16-
Co17 radical anion,2.580000,Co17-
Co18 radical anion,2.580000,Co18-
Ti65 anion,2.580000,Ti65-
Al36 anion,2.580000,Al36-
V55 anion,2.580000,V55-
Ni21 radical anion,2.580000,Ni21-
Sn17,2.580000,Sn17
Al6N radical anion,2.580000,Al6N-
In11Si radical anion,2.580000,In11Si-
TaGe16 anion,2.580000,Ge16Ta-
HOCH2CH2CH2O anion,2.585000,C3H7O2-
TiSi13 anion,2.590000,Si13Ti-
C60Au2 radical anion,2.590000,C60Au2-
IrB9 anion,2.590000,B9Ir-
LuGe9 anion,2.590000,Ge9Lu-
Si11Na radical anion,2.590000,NaSi11-
Cu3(CN)3 radical anion,2.590000,C3Cu3N3-
Ni20 radical anion,2.590000,Ni20-
Fe-perchlorotetraphenylporphyrin radical,2.590000,C44Cl28FeN4
Co28 radical,2.590000,Co28
Si5,2.590000,Si5
Cu26 anion,2.600000,Cu26-
Fe8S6 radical anion,2.600000,Fe8S6-
(N2O)3..HO anion,2.600000,HN6O4-
Ga14 anion,2.600000,Ga14-
Pb21 anion,2.600000,Pb21-
Pb40 anion,2.600000,Pb40-
C20,2.600000,C20
Ga6,2.600000,Ga6
Aluminum sulfide,2.600000,AlS
Aluminum oxide anion,2.600000,AlO-
Tungsten tetrafluoride,2.600000,F4W
Cu24,2.600000,Cu24
Si2O4 radical,2.600000,O4Si2
Ag7,2.600000,Ag7
CuH2 anion,2.600000,CuH2-
CuD2 anion,2.600000,CuD2-
EuSi16 anion,2.600000,EuSi16-
EuSi17 anion,2.600000,EuSi17-
In13Ge radical anion,2.600000,GeIn13-
C60Ge2 radical anion,2.600000,C60Ge2-
Al9B2 anion,2.600000,Al9B2-
Al17C anion,2.600000,CAl17-
Si15Cs anion,2.600000,CsSi15-
Si7V anion,2.600000,Si7V-
Si7Nb anion,2.600000,NbSi7-
Si6Sc anion,2.600000,ScSi6-
Si9Sc anion,2.600000,ScSi9-
Si8Y anion,2.600000,Si8Y-
YbSi9 anion,2.600000,Si9Yb-
YbSi11 anion,2.600000,Si11Yb-
Au3H anion,2.600000,Au3H-
NbGe17 anion,2.600000,Ge17Nb-
Si12,2.600000,Si12
CuH2 anion,2.600000,CuH2-
CuD2 anion,2.600000,CuD2-
EuSi16 anion,2.600000,EuSi16-
EuSi17 anion,2.600000,EuSi17-
In13Ge radical anion,2.600000,GeIn13-
C60Ge2 radical anion,2.600000,C60Ge2-
Al9B2 anion,2.600000,Al9B2-
Al17C anion,2.600000,CAl17-
Si15Cs anion,2.600000,CsSi15-
Si7V anion,2.600000,Si7V-
Si7Nb anion,2.600000,NbSi7-
Si6Sc anion,2.600000,ScSi6-
Si9Sc anion,2.600000,ScSi9-
Si8Y anion,2.600000,Si8Y-
YbSi9 anion,2.600000,Si9Yb-
YbSi11 anion,2.600000,Si11Yb-
Au3H anion,2.600000,Au3H-
NbGe17 anion,2.600000,Ge17Nb-
Si12,2.600000,Si12
F2PS anion,2.602000,F2PS-
H2O..O radical anion,2.607000,H2O2-
Al5C anion,2.607000,CAl5-
mF-phenoxide anion,2.607000,C6H4FO-
mSO2CF3-anilide anion,2.607000,C7H5F3NO2S-
"(H2O)4..1,4-O2C-C6H4-CO2 dianion",2.608000,C8H12O8-2
mCO2Me-phenoxide anion,2.609000,C8H7O3-
GeCl3 anion,2.610000,Cl3Ge-
Ni22 radical anion,2.610000,Ni22-
Au7Zn anion,2.610000,Au7Zn-
Si11W anion,2.610000,Si11W-
Co29 radical,2.610000,Co29
Trichlorobenzoquinone,2.611000,C6HCl3O2
GaO anion,2.612000,GaO-
imidazolide anion,2.613000,C3H3N2-
HC(CO2Et)2 anion,2.615000,C7H11O4-
"Gallium,tris(1,1,1,5,5,5-hexafluoro-2,4-pentanedionato-o,o')-",2.619000,C15H3F18GaO6
ZrGe9 anion,2.620000,Ge9Zr-
ZrGe17 anion,2.620000,Ge17Zr-
Pb17 anion,2.620000,Pb17-
Sn16,2.620000,Sn16
Sn(CN)2,2.622000,C2N2Sn
HNCN anion,2.623000,CHN2-
DNCN anion,2.623000,CDN2-
CH2=C(CF3)O anion,2.625000,C3H2F3O-
CF3C(Me)2O anion,2.625000,C4H6F3O-
"trans-2-tBu-1,3-dithian-5-O anion",2.626000,C8H15OS2-
"1,3,5-Trinitrobenzene",2.628000,C6H3N3O6
"3,5-diCF3-anilide anion",2.629000,C8H4F6N-
Pb45 anion,2.630000,Pb45-
V60 anion,2.630000,V60-
Sn13,2.630000,Sn13
(H2O)9..Me2CO radical anion,2.630000,C3H24O10-
In13Si radical anion,2.630000,In13Si-
In16Si radical anion,2.630000,In16Si-
Pb3C6F5 anion,2.630000,C6F5Pb3-
Cu(cytidine) anion,2.630000,C9H13CuN3O5-
HfGe8 anion,2.630000,Ge8Hf-
HfGe13 anion,2.630000,Ge13Hf-
YSn17 anion,2.630000,Sn17Y-
In11,2.630000,In11
W25 radical anion,2.631000,W25-
W28 radical anion,2.631000,W28-
pNO2-C6H4CH2O anion,2.634000,C7H6NO3-
Mn3S3 radical anion,2.640000,Mn3S3-
CB4 radical anion,2.640000,CB4-
MeOH..PhCOMe radical anion,2.640000,C9H12O2-
Sn8Cl anion,2.640000,ClSn8-
AlCSi anion,2.640000,CAlSi-
"(H2O)8..1,3-O2C-C6H4-CO2 dianion",2.640000,C8H20O12-2
AlP4 radical,2.640000,AlP4
SeCN anion,2.641000,CNSe-
MeCOCH=C(Me)O anion,2.641000,C5H7O2-
Ag22,2.644000,Ag22
Ag34,2.644000,Ag34
Ag36,2.644000,Ag36
mCOMe-phenoxide anion,2.649000,C8H7O2-
SnF3 anion,2.650000,F3Sn-
Sn5 anion,2.650000,Sn5-
AlC2 anion,2.650000,C2Al-
Co30 radical anion,2.650000,Co30-
Ni23 radical anion,2.650000,Ni23-
Al15N radical anion,2.650000,Al15N-
Al17N radical anion,2.650000,Al17N-
C18,2.650000,C18
In9P9,2.650000,In9P9
In10P10,2.650000,In10P10
Au4Ni anion,2.650000,Au4Ni-
Al7B anion,2.650000,Al7B-
Al8B anion,2.650000,Al8B-
TiGe17 anion,2.650000,Ge17Ti-
ZrSn15 anion,2.650000,Sn15Zr-
Al11,2.650000,Al11
Boron trifluoride,2.650000,BF3
carbazolide anion,2.652000,C12H8N-
W29 radical anion,2.652000,W29-
Fe5S4 radical anion,2.660000,Fe5S4-
Si9Na radical anion,2.660000,NaSi9-
Pb28 anion,2.660000,Pb28-
SnAl3 anion,2.660000,Al3Sn-
C6H5Ag2 anion,2.660000,C6H5Ag2-
(Me2CO)9 radical anion,2.660000,C27H54O9-
MoVO4 radical anion,2.660000,MoO4V-
NbGe10 anion,2.660000,Ge10Nb-
Co31 radical,2.660000,Co31
Sn15,2.660000,Sn15
Cu40,2.665000,Cu40
HO(CH2)5O anion,2.667000,C5H11O2-
HO(CH2)4O anion,2.669000,C4H9O2-
CO2..IBr anion,2.670000,CBrIO2-
Ga5P3 radical anion,2.670000,Ga5P3-
V65 anion,2.670000,V65-
Ni24 radical anion,2.670000,Ni24-
mCl-phenoxide anion,2.675000,C6H4ClO-
platinum dioxide,2.677000,O2Pt
Sn18 anion,2.680000,Sn18-
HSi4 anion,2.680000,HSi4-
Azide radical,2.680000,N3
LaC12 radical,2.680000,C12La
Sn14,2.680000,Sn14
Pb4-pyridinyl radical anion,2.680000,C5H4NPb4-
MoSi9 anion,2.680000,MoSi9-
MoSi11 anion,2.680000,MoSi11-
TiSn15 anion,2.680000,Sn15Ti-
Buckminsterfullerene,2.684000,C60
TiGe9 anion,2.690000,Ge9Ti-
NbGe14 anion,2.690000,Ge14Nb-
(H2O)9..SO4 dianion,2.690000,H18O13S-2
Sn4Cl anion,2.690000,ClSn4-
Fe4O4 anion,2.690000,Fe4O4-
Au4Pd radical anion,2.690000,Au4Pd-
iron difluoride,2.693000,F2Fe
CH2=C(CN)O anion,2.693000,C3H2NO-
PhCON radical anion,2.700000,C7H5NO-
Ge15 anion,2.700000,Ge15-
Pb20 anion,2.700000,Pb20-
Cu27 anion,2.700000,Cu27-
Cu28 anion,2.700000,Cu28-
Pb34 anion,2.700000,Pb34-
Ga10 anion,2.700000,Ga10-
Pb50 anion,2.700000,Pb50-
CAl3Ge anion,2.700000,CAl3Ge-
Co35 radical anion,2.700000,Co35-
Al10N radical anion,2.700000,Al10N-
As5Ga5,2.700000,As5Ga5
"Propyl,heptafluoro",2.700000,C3F7
Tellurium trimer,2.700000,Te3
GeAl3,2.700000,Al3Ge
Al16 anion,2.700000,Al16-
Al26 anion,2.700000,Al26-
(Me2CO)10 radical anion,2.700000,C30H60O10-
Au5Pd anion,2.700000,Au5Pd-
EuSi15 anion,2.700000,EuSi15-
(H2O)2..PhNH anion,2.700000,C6H10NO2-
Si17W anion,2.700000,Si17W-
C60Au4 radical anion,2.700000,C60Au4-
L-Tyrosine anion,2.700000,C9H10NO3-
Al11B anion,2.700000,Al11B-
Al14B anion,2.700000,Al14B-
Al13B2 anion,2.700000,Al13B2-
Al26C anion,2.700000,CAl26-
Si9Nb anion,2.700000,NbSi9-
Si7Ta anion,2.700000,Si7Ta-
Si8Ta anion,2.700000,Si8Ta-
Si20Ti anion,2.700000,Si20Ti-
Si10Zr anion,2.700000,Si10Zr-
Si19Zr anion,2.700000,Si19Zr-
Si20Zr anion,2.700000,Si20Zr-
Si8Hf anion,2.700000,HfSi8-
Si8Sc anion,2.700000,ScSi8-
Si9Y anion,2.700000,Si9Y-
Si8Ho anion,2.700000,HoSi8-
Si8Lu anion,2.700000,LuSi8-
YbSi13 anion,2.700000,Si13Yb-
HfGe10 anion,2.700000,Ge10Hf-
B6Au anion,2.700000,AuB6-
Al15,2.700000,Al15
Al9,2.700000,Al9
C60Ge radical,2.700000,C60Ge
"p-Benzoquinone, 2,3,5,6-tetrafluoro-",2.702000,C6F4O2
Au4,2.710000,Au4
Pb11I anion,2.710000,IPb11-
Co37 radical anion,2.710000,Co37-
Ni25 radical anion,2.710000,Ni25-
CrSi8 anion,2.710000,CrSi8-
In15 anion,2.710000,In15-
CB6 anion,2.710000,CB6-
HfSi13 anion,2.710000,HfSi13-
HfSi14 anion,2.710000,HfSi14-
Cu(uridine) anion,2.710000,C9H12CuN2O6-
HfSn15 anion,2.710000,HfSn15-
B3(BO) anion,2.710000,B4O-
mCOPh-phenoxide anion,2.717000,C13H9O2-
MeCðC anion,2.718000,C3H3-
In2P3 radical anion,2.720000,In2P3-
In3P4 radical anion,2.720000,In3P4-
Au3Cu anion,2.720000,Au3Cu-
Ag2S3 anion,2.720000,Ag2S3-
Ag3S3 anion,2.720000,Ag3S3-
VGe9 anion,2.720000,Ge9V-
TiGe8 anion,2.720000,Ge8Ti-
TiGe15 anion,2.720000,Ge15Ti-
In11P11 anion,2.720000,In11P11-
Sn22 anion,2.720000,Sn22-
naphthalene..{H2O}2..O2 radical anion,2.720000,C10H12O4-
mSCF3-phenoxide anion,2.723000,C7H4F3OS-
IS,2.723000,IS
Cu13,2.725000,Cu13
(CO2)8 radical anion,2.730000,C8O16-
SiAl3 anion,2.730000,Al3Si-
Co36 radical anion,2.730000,Co36-
ScEr2N@C80 radical anion,2.730000,C80Er2NSc2-
Ni26 radical anion,2.730000,Ni26-
Ni28 radical anion,2.730000,Ni28-
Co32 radical,2.730000,Co32
tri-μ-carbonylhexacarbonyldiiron,2.730000,C9Fe2O9
(Me2CO)11 radical anion,2.730000,C33H66O11-
(MeOH)2..PhCOMe radical anion,2.730000,C10H16O3-
Ag2S4 anion,2.730000,Ag2S4-
Ag49 anion,2.731000,Ag49-
Ag40,2.731000,Ag40
W32 radical anion,2.734000,W32-
mCHO-phenoxide anion,2.736000,C7H5O2-
Al2P3 radical,2.739000,Al2P3
C60F2 radical anion,2.740000,C60F2-
(MeOH)3..PhCOMe radical anion,2.740000,C11H20O4-
Cu2(BO2)2 anion,2.740000,B2Cu2O4-
YSn15 anion,2.740000,Sn15Y-
Sn9 anion,2.740000,Sn9-
Ga6P6 radical anion,2.740000,Ga6P6-
Ge4F radical anion,2.740000,FGe4-
W30 radical anion,2.744000,W30-
W35 radical anion,2.744000,W35-
C60O anion,2.745000,C60O-
Au20,2.745000,Au20
Ag29,2.746000,Ag29
CCS anion,2.748000,C2S-
"Methylidyne, cyano-",2.749000,C2N
Pb55 anion,2.750000,Pb55-
Ni27 radical anion,2.750000,Ni27-
Co33 radical,2.750000,Co33
Cu36,2.750000,Cu36
Cu25,2.750000,Cu25
Al17 anion,2.750000,Al17-
Al18 anion,2.750000,Al18-
Al28 anion,2.750000,Al28-
(H2O)10..Me2CO radical anion,2.750000,C3H26O11-
Nb2C8 anion,2.750000,C8Nb2-
Al7C anion,2.750000,CAl7-
Al21C anion,2.750000,CAl21-
Al23C anion,2.750000,CAl23-
Al30C anion,2.750000,CAl30-
Ge25 anion,2.750000,Ge25-
Ge26 anion,2.750000,Ge26-
ZrGe13 anion,2.750000,Ge13Zr-
"2,3,5,6-tetrafluorophenoxide anion",2.754000,C6HF4O-
Sn10 anion,2.760000,Sn10-
(SO2)5..SO2 radical anion,2.760000,O12S6-
In5P4 anion,2.760000,In5P4-
Sc2ErN@C80 radical anion,2.760000,C80ErNSc3-
H2O..Au anion,2.760000,AuH2O-
(MeOH)4..PhCOMe radical anion,2.760000,C12H24O5-
NbGe15 anion,2.760000,Ge15Nb-
Au8,2.764000,Au8
C70,2.765000,C70
(Me3Si)2N anion,2.767000,C6H18NSi2-
mSOMe-phenoxide,2.768000,C7H7O2S
(Me2CO)12 radical anion,2.770000,C36H72O12-
Fe7S5 radical anion,2.770000,Fe7S5-
Fe7S6 radical anion,2.770000,Fe7S6-
CAl3Si anion,2.770000,CAl3Si-
SO2..F anion,2.771000,FO2S-
Ag33,2.771000,Ag33
Ru(CF3COCHCOMe)3 radical anion,2.775000,C15H12F9O6Ru-
"p-Benzoquinone, 2,3,5,6-tetrachloro-",2.775000,C6Cl4O2
"Scandium,tris(1,1,1,5,5,5-hexafluoro-2,4-pentanedionato-o,o')-",2.775000,C15H3F18O6Sc
Sn13Cl anion,2.780000,ClSn13-
Sn14Cl anion,2.780000,ClSn14-
Al3O3 radical anion,2.780000,Al3O3-
(TiO2)3 anion,2.780000,O6Ti3-
TiSi15 anion,2.780000,Si15Ti-
HfSi18 anion,2.780000,HfSi18-
ScSn17 anion,2.780000,ScSn17-
CrC4,2.781000,C4Cr
Ga2As3,2.783000,As3Ga2
(CO2)2 radical anion,2.790000,C2O4-
(Me2CO)13 radical anion,2.790000,C39H78O13-
(D2O)3..Au2 anion,2.790000,Au2D6O3-
ZrGe12 anion,2.790000,Ge12Zr-
NbGe13 anion,2.790000,Ge13Nb-
Pb60 anion,2.790000,Pb60-
Sn10Cl anion,2.790000,ClSn10-
P7,2.790000,P7
Ag50 anion,2.797000,Ag50-
Ag60 anion,2.797000,Ag60-
CrF2..F anion,2.800000,CrF3-
(CO2)9 radical anion,2.800000,C9O18-
Sulfur pentamer,2.800000,S5
VOF2,2.800000,F2OV
Al19 anion,2.800000,Al19-
Al29 anion,2.800000,Al29-
Ge17 anion,2.800000,Ge17-
EuSi12 anion,2.800000,EuSi12-
EuSi13 anion,2.800000,EuSi13-
Si9W anion,2.800000,Si9W-
C60Au6 radical anion,2.800000,C60Au6-
Al11B2 anion,2.800000,Al11B2-
Al28C anion,2.800000,CAl28-
Si13Cs anion,2.800000,CsSi13-
Ge8Cl anion,2.800000,ClGe8-
Ge16 anion,2.800000,Ge16-
Ge22 anion,2.800000,Ge22-
Ge27 anion,2.800000,Ge27-
Si9Ta anion,2.800000,Si9Ta-
Si17Zr anion,2.800000,Si17Zr-
Si9Lu anion,2.800000,LuSi9-
(CO2)2..IBr anion,2.800000,C2BrIO4-
YbSi12 anion,2.800000,Si12Yb-
PrSi9 anion,2.800000,PrSi9-
Ga7N2 radical anion,2.800000,Ga7N2-
PtPb10 anion,2.800000,Pb10Pt-
KPtPb12 anion,2.800000,KPb12Pt-
ScGe8 anion,2.800000,Ge8Sc-
ScGe9 anion,2.800000,Ge9Sc-
ScGe15 anion,2.800000,Ge15Sc-
HfGe11 anion,2.800000,Ge11Hf-
HfGe19 anion,2.800000,Ge19Hf-
Fe(SMe)3 anion,2.800000,C3H9FeS3-
Ge18,2.800000,Ge18
Ge14 anion,2.800000,Ge14-
Sn19 anion,2.800000,Sn19-
Cu23 anion,2.800000,Cu23-
Cu31 anion,2.800000,Cu31-
(N2O)4..HO anion,2.800000,HN8O5-
In12P12 anion,2.800000,In12P12-
Ga12 anion,2.800000,Ga12-
Sn27 anion,2.800000,Sn27-
Co34 radical anion,2.800000,Co34-
"(H2O)9..1,3-O2C-C6H4-CO2 dianion",2.800000,C8H22O13-2
Al13N radical anion,2.800000,Al13N-
Al14N radical anion,2.800000,Al14N-
Al21N radical anion,2.800000,Al21N-
Pt2(N2) anion,2.800000,N2Pt2-
KO4,2.800000,KO4
C28,2.800000,C28
Tetracyano-p-quinodimethane,2.800000,C12H4N4
Pb70 anion,2.810000,Pb70-
In7P6 anion,2.810000,In7P6-
Pb65 anion,2.810000,Pb65-
Sn21 anion,2.810000,Sn21-
Ga5P5 radical anion,2.810000,Ga5P5-
Ga7P7 radical anion,2.810000,Ga7P7-
Sc3N@C80 radical anion,2.810000,C80NSc3-
pSCF3-phenoxide anion,2.810000,C7H4F3OS-
H2O..ClO2 anion,2.810000,ClH2O3-
(Me2CO)14 radical anion,2.810000,C42H84O14-
C60(CF3)10 anion,2.810000,C70F30-
TaGe8 anion,2.810000,Ge8Ta-
Cu29 anion,2.815000,Cu29-
HC7 anion,2.819000,C7H-
Au7Ni anion,2.820000,Au7Ni-
TiSi18 anion,2.820000,Si18Ti-
Pb12 anion,2.820000,Pb12-
Fe6S5 radical anion,2.820000,Fe6S5-
Pb37 anion,2.820000,Pb37-
Pb39 anion,2.820000,Pb39-
Ge5F radical anion,2.820000,FGe5-
B3 anion,2.820000,B3-
5-CO2-N-Me-pyridinium-3-ide anion,2.820000,C7H6NO2-
C60O2 anion,2.820000,C60O2-
Al6O5 anion,2.820000,Al6O5-
Cl..Fe-perchlorotetraphenylporphyrin radical,2.820000,C44Cl29FeN4
Sn20,2.820000,Sn20
PhN=C(Me)O anion,2.821000,C8H8NO-
Ag45 anion,2.822000,Ag45-
Ag51 anion,2.822000,Ag51-
Ag37,2.822000,Ag37
Ag38,2.822000,Ag38
Cu30 anion,2.825000,Cu30-
Cu43 anion,2.825000,Cu43-
Cu17,2.825000,Cu17
SiC3 radical anion,2.827000,C3Si-
CF3CF2CH2O anion,2.829000,C3H2F5O-
Fe5S5 radical anion,2.830000,Fe5S5-
Si6F radical anion,2.830000,FSi6-
Pb42 anion,2.830000,Pb42-
Ga6P4 radical anion,2.830000,Ga6P4-
Co40 radical anion,2.830000,Co40-
Co42 radical,2.830000,Co42
(Me2CO)15 radical anion,2.830000,C45H90O15-
TbSi13 radical anion,2.830000,Si13Tb-
HfGe18 anion,2.830000,Ge18Hf-
In13 anion,2.830000,In13-
W37 radical anion,2.836000,W37-
(CO2)10 radical anion,2.840000,C10O20-
Ag19 anion,2.840000,Ag19-
Ag21 anion,2.840000,Ag21-
Pb41 anion,2.840000,Pb41-
Pb44 anion,2.840000,Pb44-
Ni29 radical anion,2.840000,Ni29-
(H2O)14..O2CCO2 dianion,2.840000,C2H28O18-2
Ag2Au radical,2.840000,Ag2Au
Ag44 anion,2.847000,Ag44-
Ag28,2.847000,Ag28
Ag35,2.847000,Ag35
Ag39,2.847000,Ag39
H2O..NO2 anion,2.850000,H2NO3-
pCO2H-phenoxide anion,2.850000,C7H5O3-
Al25C anion,2.850000,CAl25-
"p-vinylidene-(4(2,3-dimethyl-5-imidazolone))-phenoxide anion",2.850000,C12H11N2O2-
In6P5 anion,2.850000,In6P5-
Sn35 anion,2.850000,Sn35-
ScC12 radical anion,2.850000,C12Sc-
LiB8 anion,2.850000,B8Li-
Cu41,2.850000,Cu41
NCCH=C(OEt)O anion,2.851000,C5H6NO2-
Carbon,2.854000,C5
Ge9 anion,2.860000,Ge9-
"(H2O)5..1,4-O2C-C6H4-CO2 dianion",2.860000,C8H14O9-2
In8P7 anion,2.860000,In8P7-
Sn26 anion,2.860000,Sn26-
Ge8F radical anion,2.860000,FGe8-
AgAu3 radical,2.860000,AgAu3
RhB9 anion,2.860000,B9Rh-
NbGe12 anion,2.860000,Ge12Nb-
Al8N radical anion,2.860000,Al8N-
Au10,2.860000,Au10
Tetraphosphorus decaoxide,2.862000,O10P4
HfGe12 anion,2.870000,Ge12Hf-
Nb4O10 anion,2.870000,Nb4O10-
In13P13 anion,2.870000,In13P13-
CrSi10 anion,2.870000,CrSi10-
mCF3-phenoxide anion,2.870000,C7H4F3O-
m-benzoquinone radical,2.875000,C6H4O2
Titanium tetrachloride,2.879000,Cl4Ti
Si8F radical anion,2.880000,FSi8-
Sn36 anion,2.880000,Sn36-
Ga4P3 radical anion,2.880000,Ga4P3-
Ni30 radical anion,2.880000,Ni30-
CrSi9 anion,2.880000,CrSi9-
Au6Ni anion,2.880000,Au6Ni-
HC(CN)2 anion,2.880000,C3HN2-
ScGe12 anion,2.880000,Ge12Sc-
ScGe17 anion,2.880000,Ge17Sc-
"3-vinylidene-(4(2,3-dimethyl-5-imidazolone))-indolide anion",2.880000,C14H12N3O-
mSF5-anilide anion,2.881000,C6H5F5NS-
(CO2)11 radical anion,2.890000,C11O22-
Cu45 anion,2.890000,Cu45-
Sn11Cl anion,2.890000,ClSn11-
Al44 anion,2.890000,Al44-
NbGe11 anion,2.890000,Ge11Nb-
YSn16 anion,2.890000,Sn16Y-
pSO2CF3-anilide anion,2.894000,C7H5F3NO2S-
"5,5-diMe-1,3-cyclohexandion-2-ide anion",2.895000,C8H11O2-
pMe-C6H4C(CN)2 anion,2.895000,C10H7N2-
Carbonyl fluoride,2.897000,CFO
W40 radical anion,2.898000,W40-
FeS3 radical,2.898000,FeS3
Ag25,2.898000,Ag25
nPrCðC anion,2.899000,C5H7-
(CO2)12 radical anion,2.900000,C12O24-
Selenium hexafluoride,2.900000,F6Se
Al27C anion,2.900000,CAl27-
Ge4Cl anion,2.900000,ClGe4-
Ge20 anion,2.900000,Ge20-
Ge24 anion,2.900000,Ge24-
Ge30 anion,2.900000,Ge30-
Si19Ti anion,2.900000,Si19Ti-
Si11Zr anion,2.900000,Si11Zr-
Si12Zr anion,2.900000,Si12Zr-
Si18Zr anion,2.900000,Si18Zr-
Si19Hf anion,2.900000,HfSi19-
Si20Hf anion,2.900000,HfSi20-
Si13Sc anion,2.900000,ScSi13-
Si20Tb anion,2.900000,Si20Tb-
Si9Ho anion,2.900000,HoSi9-
Si15Ho anion,2.900000,HoSi15-
C2B3 radical anion,2.900000,C2B3-
Ga10N radical anion,2.900000,Ga10N-
VGe10 anion,2.900000,Ge10V-
Ge13 anion,2.900000,Ge13-
C22 anion,2.900000,C22-
Cu42 anion,2.900000,Cu42-
Sn37 anion,2.900000,Sn37-
Sn5Cl anion,2.900000,ClSn5-
ZrF6 dianion,2.900000,F6Zr-2
Al66 anion,2.900000,Al66-
Al16N radical anion,2.900000,Al16N-
Co38 radical,2.900000,Co38
Co44 radical,2.900000,Co44
As7Ga7,2.900000,As7Ga7
As6Ga6,2.900000,As6Ga6
As8Ga8,2.900000,As8Ga8
3-aza(+)-Me-5-CO2(-)-phenide,2.905000,C7H6NO2
"Chromium, tris(1,1,1,5,5,5-hexafluoro-2,4-pentanedionato-o,o')-",2.905000,C15H3CrF18O6
Co45 radical anion,2.910000,Co45-
YC7 radical,2.910000,C7Y
Co41 radical,2.910000,Co41
Ag2S5 anion,2.910000,Ag2S5-
TaGe9 anion,2.910000,Ge9Ta-
B6Au2 anion,2.910000,Au2B6-
HCS2 anion,2.910000,CH2S2-
Cu44 anion,2.915000,Cu44-
Al30 anion,2.920000,Al30-
Fe@Sn12 anion,2.920000,FeSn12-
ZrGe19 anion,2.920000,Ge19Zr-
ScSn15 anion,2.920000,ScSn15-
Fe3S3 radical anion,2.920000,Fe3S3-
(N2O)5..HO anion,2.920000,HN10O6-
Sn28 anion,2.920000,Sn28-
Sn29 anion,2.920000,Sn29-
Sn33 anion,2.920000,Sn33-
Sn6Cl anion,2.920000,ClSn6-
Ga9P9 radical anion,2.920000,Ga9P9-
Ni31 radical anion,2.920000,Ni31-
Ag52 anion,2.924000,Ag52-
Ag53 anion,2.924000,Ag53-
Cu51 anion,2.925000,Cu51-
(H2O)10..SO4 dianion,2.930000,H20O14S-2
(NO)2 radical anion,2.930000,N2O2-
Sn42 anion,2.930000,Sn42-
Al42 anion,2.930000,Al42-
Al54 anion,2.930000,Al54-
Ni33 radical anion,2.930000,Ni33-
Fe2S3 radical,2.930000,Fe2S3
Au5,2.930000,Au5
Co43 radical,2.930000,Co43
Co46 radical,2.930000,Co46
Co47 radical,2.930000,Co47
(CO2)3..IBr anion,2.930000,C3BrIO6-
TiGe11 anion,2.930000,Ge11Ti-
Ag43 anion,2.934000,Ag43-
pyrazolide(d3) anion,2.935000,C3D3N2-
pyrazolide anion,2.938000,C3H3N2-
oCN-phenoxide anion,2.940000,C7H4NO-
(CO2)3 radical anion,2.940000,C3O6-
Sn23 anion,2.940000,Sn23-
YC12 radical anion,2.940000,C12Y-
Ni32 radical anion,2.940000,Ni32-
B(BO)2 anion,2.940000,B3O2-
